Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,"""ШАМОРА-ТУР""",5,"Орудия ""Ворошиловской батареи"" были сняты с морского крейсера ""Полтава"" и перевезены по железной дороге через всю Россию во Владивосток. Всего две батареи калибром 305-мм есть в России. В Севастополе и во Владивостоке.
Уникальный туристический объект, но пока на ремонте.",Опубликовано 10 декабря 2019 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,1234102014,5,"Были семьей, у нас 3 сына. Помимо впечатляющих многотонных дул орудий над землей можно осмотреть весь подземный, в несколько этажей, подземный комплекс! Мальчишки облазили все, это необычно и совсем недавно еще было в рабочем состоянии и стреляло, судя по графику выстрелов на стене...",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,359kwangnamk,3,"Через 2 моста, золотой мост и мост до острова Рассики, я мог добраться до этого места. Не просто место, чтобы пойти в отдельности.Посмотрите большие пулеметы во время периода холодной войны и добро пожаловать в бункер. Русские остров в Запретный город обошлось район до 1991, как это была военная крепость.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,70yuriyd,5,"Доступ к этой достопримечательности открылся не атак давно. Подберите соответствующую обувь, вам придется спускаться и подниматься по не приспособленным для прогулок лестницам и переходам.",Опубликовано 14 сентября 2016 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,A69-niisf,5,"Бывал во многих аналогичных музеях. Впечатления сногсшибательные!
Пожалуй больше нигде не сохранили подобного сооружения практически в идеальном состоянии.
Хоть завтра завози боезапас и ставь на дежурство.
Из недостатков. Добраться трудно. Таксисты по грунтовке ехать отказываются, последний километр пришлось идти пешком.
Как и везде во Владивостоке многовато китайских туристов. Поразила бабушка, запрыгавшая на броневик и не знающая как вернуться на землю...
Партизанская деревня убога, впечатление спасли только резвящиеся между турбазовских коттеджей, имитирующих землянки.
Но это не главное. Главное - шикарная батарея!",Опубликовано 5 октября 2018 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Academyjapanese,5,"Обязательно посетите Ворошиловскую батарею! Здесь вас гарантированно ждут свежие эмоции, новые впечатления и восторг не зависимо от вашего пола и возраста.",Опубликовано 29 октября 2018 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Alekk0,5,Отличный музей на Русском острове. Почувствуйте себя защитником Отчизны на самом ее краю. Вокруг только леса и дикая природа. Должно понравиться.,Опубликовано 22 марта 2016 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Aleksandr S,5,"Посещение Ворошиловский батареи интересно для любителей военно-исторических музеев, неравнодушных к военной технике. Это действительно уникальное сооружение, возведенное в 1934 году для укрепления обороны Владивостока. Экскурсовод увлекательно рассказывает про все технические характеристики батареи, историю строительства, вы спускаетесь на три этажа вглубь одной из двух башен. Очень познавательно и для взрослых, но особенно полезно для мальчишек. Нужно поклониться перед патриотами, служившими здесь военными, которые после расформирования в 1997 году воинской части, до включения объекта в состав музея ТОФ, около года в переходный период на энтузиазме смогли сохранить этот шедевр военной истории, защитили от металлистов и вандалов.",Опубликовано 7 мая 2017 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Aleksandrlok,5,Уникальное сооружение на острове Русский! Батарея снята с линейного крейсера Полтава и привезена на Дальний Восток. Глядя на огромные стальные стволы орудий вообще не понимаешь каким образом можно было все это построить еще и на острове. Хорошая экскурсия вместе с последним командиром батареи.,Опубликовано 29 октября 2014 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Alexander A,4,"монументальное сооружение, есть возможность осмотреть изнутри, т.к. сейчас не действует, помимо самих пушек можн опосмотреть как жили там люди во время дежурств, почитать разные исторические документы. в дождливые дни грунтовый подход размывает и лучше идти в сапогах",Опубликовано 11 августа 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Alexey A,4,Любителям военной техники и орудия придется по душе... В целом не плохо гиды вам расскажут очень много интересных моментов да и вы сами можете полазать по этим сооружениям ))) есть где сфоткаться,Опубликовано 5 июня 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Alexey K,3,"Поехать специально не уложилось в маршрут, но видел из окна автобуса.
Не думаю, что стоит специальной поездки, если Вы не фанат военных укреплений.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Alexey S,4,"Безусловно уникальный исторический объект. К сожалению своим ходом не так просто добраться - если водитель мигрант, то может и не остановить на повороте. Осовременить бы экспозицию и цены бы не было.",Опубликовано 11 апреля 2014 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Alexey S,5,"Крепость не большая, внутри музей. Мне понравилась схема расположения батарей на материке и островах и радиусы поражений. Они могли чуть ли не до Китая стрелять.",Опубликовано 9 июня 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Anastasiia404,5,"Если проехать до конца асфальтированной дороги и еще немного, то вы попадете в музей ворошиловской батареи. Мне особо понравилось лазить внутри батареи: можно многое потрогать, покрутить и полазить. Супер!",Опубликовано 19 июня 2016 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Anna K,5,"были на экскурсии с детьми. повезло с погодой. очень впечатлило - грандиозность постройки-все продумано, сделано качественно, воистину на века, воздуховодные колодка поразили (еще и тем, что одна зазевавшаяся мамочка провалилась сверху в колодец! не пострадала - это радует). интересные рассказы, детей вовлекли в действие, разрешают все потрогать. отвечают на все дополнительные вопросы. спасибо всем тем, кто ведет неустанную работу по охране, очистке и содержанию объекта. проводят просветительскую работу. обязательно стоит посетить, тем более, сейчас просто добраться на остров Русский.",Опубликовано 8 июня 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Anna V,5,"Если честно, шокировал этот памятник. Настолько он мощный - начинаешь гордиться своей страной. Мне кажется, надо больше детей сюда приводить. Если даже у взрослых горят глаза после посещения, модно представить в каком восторге будут дети.",Опубликовано 23 октября 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Anoshin,4,"Можно посетить один раз и то в хорошую погоду, т.к. именно эта батарея находится в плохо доступном месте и после дождя придётся ходить по грязи. Вообще в пригороде города находятся несколько батарей с хорошей доступностью, в частности рядом с мостом на о. Русский. Можно подъехать прямо к батареи на авто и вид прекрасный.",Опубликовано 18 августа 2016 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,ArthurZaga,2,"Объект несомненно достойный внимания, очень мощный и впечатляющий.
Но к большому сожалению из за бюрократической волокиты ( не могут решить кому принадлежит морская батарея, сапогам или матросам) во внутрь орудий не пускают, вход на территорию платный, а информация на плакатах давно выцвела либо и вовсе написана ""Гугл переводчиком"" на данный момент времени (Апрель 2022) к посещение не рекомендую, на острове еще много мест которые можно посетить.",Опубликовано 20 апреля 2022 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Axell44,5,Очень интересная экскурсия! Столь информации - просто зашкаливает! Мне очень понравилось! Очень рекомендую!,Опубликовано 29 марта 2017 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Bonnie H,3,"Воспроизводство батарейки оружия, восточного, чтобы защитить Vladicostok от военно-морского нападения. Фактура удобно расположены, так что любая возможность могла быть защищены от. Стоит остановки во время вашего визита острова Русский.",Перевод: PROMT
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Cap Chastain,3,"Если вы инвалид и у вас проблемы со ступенями и так далее, вы не сможете увидеть и исследовать нижние уровни музея. Я специально посетил российские мемориалы, относящиеся ко Второй мировой войне, и этот музей не был таким особенным, как многие другие, которые я видел в русской Сибири. Да, конечно, есть много военной техники, это точно. Я был с друзьями, которые живут во Владивостоке и которые взяли меня сюда.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Catich,1,"Совершенно не стоит даже ехать в эту сторону острова!!! С февраля 2019 ВСЕ ЗАКРЫТО!!!!! Информация только на шлагбауме при въезде, прошли ещё 1,5 км пешком до следующего шлагбаума, думали, что можно посмотреть хотя бы уличную экспозицию, но злобный и хамоватый охранник в грубой форме обещал спустить собак😱 не тратьте время и силы на эту поездку!",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,D S,5,"Все аккуратно сохранено (батарея действовала до 1991 г), подробная информация, можно залезать на пушки и внутрь капониров. Must see",Опубликовано 26 июня 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Daria,4,"Сложно было оттуда выбраться - интернет работает еле-еле (и то говорят, нам повезло, мегафон ловит, другие - вроде нет). Из минусов еще - нет оплаты картой )) Но сама батарея - это очень интересно!",Опубликовано 15 августа 2018 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Ворошиловская батарея,Den T,5,"Грандиозное сооружение, когда-то являвшееся оплотом безопасности города и акватории от внешнего вторжения. Старинные орудия начала прошлого века вплоть до середины 90х отменно выполняли свою задачу. Теперь же батарея лишь в роли музея. Очень интересную экскурсию провёл последний командир батареи. Лично мне стало грустно за развал армии. Вход 100р. За 1000р могут дать выстрелить из мелкого орудия.",Опубликовано 11 февраля 2016 г.
