Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,"""ШАМОРА-ТУР""",5,"Сейчас в России всего два фуникулера.
Вагончики на канатной тяге подымаются по склону сопки на высоту 60 метров.
Очень похож на обыкновенный трамвай, поэтому фуникулер называют ""горный трамвайчик"". Проезд платный - 20 рублей.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,0609_2013448,4,"Нашему фуникулеру в этом году исполнилось 55 лет! Говорят , в России только 2 фуникулёра ( трамвайчики, которые ездят не по рельсам горизонтально, а тянутся тросами в вертикальном направлении, т.е. вверх!). Один в Сочи , как туристический об'ект) и у нас во Владивостоке, как вид общественного транспорта. Стоимость билета -12₽. Наш классов лорд раскинулся на склонах сопок , и не каждому под силу преодолевать крутые под'емы. Посетив Владивосток в 1955 году , Н.С. Хрущев нашёл сходство рельефа Владивостока с другим городом на Тихоокеанском побережье- Сан-Франциско. И предложил в городе запустить трамвайчики у нас тоже вверх, чтобы по склонам карабкались они , а не горожане в изнеможении☺️. Планировалось построить 2 линии фуникулёра. Для которых было полностью закуплено оборудование . Но... со скальным грунтом наших горочек и сопок не забалуешь! Не подчинишь их легко и быстро. И строительство первой линии затянулось гораздо дольше предполагаемого срока. Была об'явление комсомольская стройка. Молодёжь и жители города работали на его строительстве в качестве волонтёров, как сейчас принято говорить. И полюбили его ещё с тех пор как своё дитя. За 2 минуты трамвайчик поднимает вас на высоту 18 этажного дома вдоль крутого склона в центре города от исторической улицы Пушкинской на панорамное место, именуемое "" проспектом красоты"" за прекрасные виды на город, бухту Золотой Рог, Амурский залив, мыс Эгершельда. От верхней площадки фуникулёра не так сложно подняться на видовую площадку на Орлиной сопке . И насладится видами города , Золотого моста, пролива Босфора Восточного , острова Русского ( в дополнение к выше перечисленному). Это действительно чудесные виды! И замечательные фотографии на память. Жаль только, что сама видовая площадка не в очень презентабельном виде. Ремонт давно требуется, ведь ежедневно здесь столько жителей и гостей города!!!! Стыдно , право слово, за такое состояние туристического о об'екта, одного из лучших по силам в городе.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,147_2013,5,"Билетик стоит 10 рублей! такие вагончики прикольные, один синий, другой красный))) когда поднимаешься на фуникулере открывается потрясающий вид на город и бухту Золотой Рог. Очень красиво)))",Опубликовано 20 мая 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,164123,2,"Удобный транспорт для подъеме на смотровую площадку, но сильно устарел. Нужно либо заменить на современный, либо придать шарм антиквариата.",Опубликовано 7 мая 2014 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,2011tatata,5,"Открывается потрясающий вид на бухту золотой рог и очень легко попасть из одной, верхней части города в центр города",Опубликовано 30 октября 2016 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,2013_400,3,"Ничего особенного, но как все ретро объекты фуникулер Владивостока хранит в себе дух города. Расстояние небольшое, вид обычный, но когда едешь на таком вагончике испытываешь какие-то волшебные чувства. Стоимость-10 руб. Итог: мне очень понравилось!!!",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,28Natasha,5,"Достопримечательность номер один во Владивостоке, один из старейших видов транспорта. В России всего лишь два или три фуникулера. В основном данным видом транспорта пользуются студенты политехнического университета, которые с одного корпуса Вуза поднимаются или спускаются в другой. Дешевый транспорт. Вагончики, старенькие и обшарпанные.",Опубликовано 25 мая 2014 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,612tatiana,4,"Были с детьми и друзьями, Находится в цетнре города, небольшой вагончик, который поднимает и опускает вас на горку. Интечесно, детям понравилось, вид красивый на мост и церковть, рекомендуу посетить как одну из достопримечательностей города Владивостока.",Опубликовано 25 июня 2015 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,64562864,4,"Действительно, билет ценой в 12 рублей, и ты в двух шагах от смотровой площадки менее, чем через минуту. Обратно можно и пешком, хотя лестницы оставляют желать лучшего.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,777Artem911,4,"Фуникулер уже старый , за те дни когда мы там были он ломался 3 раза. но для многих он имеет жизненно важную роль т.к у многих местных через него проходит дорога на работу . стоит не дорого , кажется 7 минут и 1,5 минуты удовольствия, Так же он помогает подняться на смотровую площадку. Рекомендую прокатиться и побывать на смотровой площадке.",Опубликовано 18 ноября 2013 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,77ALEKSEI77,5,"Раритет Владивостока. Очень полезный чахленький вид городского транспорта. Если есть необходимость переместиться пешим порядком с «красоты» на Светланскую, либо в обратном направлении, то данный трамвайчик окажет Вам свою помощь. Летом жарко, зимой холодно, но в целях экономии времени это не так мешает.",Опубликовано 26 ноября 2013 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,77Anna772013,5,подьем занимает 1.5 мин. ходит по расписанию. стоимость 40 руб. можно расплатится картой. внутри места много.,Опубликовано 3 января 2021 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,809_13,4,"Ну я считаю для туристов это место просто обязательно для посещения,потому что фуникулер у нас в стране очень редкое явление и разочек прокатится надо ) минус то , что он частенько закрывается,то на ремонт,то еще на что-либо.",Опубликовано 22 июня 2013 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,82_2014,4,Одна из достопримечательностей Владивостока. Продолжительная история. В России подобного ( раритетного) -единицы. Сверху открывается пекрасный вид на город.,Опубликовано 29 июня 2016 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,991Laura991,5,"Обязательный для сайта заголовок прилетел мгновенно. Именно так: Пересечение времён. Здесь чувствуется история города и фуникулёра. Здесь детство,полёт, мечта, предвкууушЕние полётов...Владивосток уникален, колоритен, многолик. Его сравнивают то с Неаполем, то с Сан-Франциско. Геополитики издавна пророчили ему судьбу центра АТР. Коллеги из сопредельных стран называют его окном из Азии в Европу, своеобразным европейским анклавом. Исторически закрытый порт, крепость и мощь Тихоокеанского флота ныне блистает новыми колоритными картинами, мостами и набережными. Сев в любое кресло старого доброго фуникулёра, каждый увидит свой огромный и удивительный ВладиВосток; здесь и сейчас, перелетит из прошлого в будущее, из мелькнувшего воспоминания в сокровенную мечту. И это за несколько минут движения волшебного вагончика. Событие изумительное и в уединении, и в дуэте, и в шумной компании. Возвращаясь из дальних странствий, люблю иной раз так прокатиться.",Опубликовано 4 ноября 2014 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Фуникулер во Владивостоке,ANNA P,4,"Каждый раз, когда была во Владивостоке, хотела прокатиться на фуникулере. Наконец-то получилось!! Отличный вид, особенно, если повезет с погодой. Дешевый билет) Да и удобно, что пешком идти не надо)",Опубликовано 30 июня 2014 г.
